iter	Logloss
190	0.002519215217
191	0.002485693357
192	0.002420617381
193	0.002377826634
194	0.002359611451
195	0.002359604213
196	0.002338775345
197	0.002299759641
198	0.002279582858
199	0.002244729566
200	0.002218454491
201	0.002149287053
202	0.00208098798
203	0.00205829143
204	0.00205829143
205	0.002025737542
206	0.002005933349
207	0.001981909331
208	0.001956694144
209	0.001910047258
210	0.001862108609
211	0.001838582337
212	0.00181887837
213	0.00181887837
214	0.00181887837
215	0.001804458277
216	0.001745305762
217	0.001712525676
218	0.001691910883
219	0.001691910883
220	0.001674221322
221	0.001674221322
222	0.001669504091
223	0.001669484876
224	0.001644503245
225	0.00162176062
226	0.001604164455
227	0.001575048295
228	0.001575048295
229	0.001544349287
230	0.00151778843
231	0.001497180712
232	0.001467816591
233	0.001467809658
234	0.001467803217
235	0.001454425269
236	0.001454405603
237	0.001437741
238	0.001419153613
239	0.001395864929
240	0.001380242978
241	0.001380234554
242	0.001380223657
243	0.001380208761
244	0.001380208761
245	0.001380197718
246	0.001380193944
247	0.001380193944
248	0.001380193944
249	0.001346713195
250	0.001346708376
251	0.001346702575
252	0.001346702575
253	0.001327612992
254	0.001304440141
255	0.001304434663
256	0.001304434663
257	0.00130441703
258	0.00130441703
259	0.001304410925
260	0.001304410925
261	0.001304389979
262	0.001304380187
263	0.001285229088
264	0.001285229088
265	0.001285229088
266	0.001285222125
267	0.001285201775
268	0.001285201775
269	0.001285195849
270	0.001285195849
271	0.001285194329
272	0.001285187775
273	0.001285163097
274	0.001285159109
275	0.001269867266
276	0.001244274111
277	0.00124426646
278	0.001244251594
279	0.001244238151
280	0.001244238151
281	0.001244234525
282	0.001244222609
283	0.001244222609
284	0.001244222609
285	0.001233253333
286	0.001233253333
287	0.001233253333
288	0.001233253333
289	0.001233253333
290	0.00123324934
291	0.001233233481
292	0.00123321955
293	0.001233201085
294	0.001233201085
295	0.001233193466
296	0.001233189741
297	0.001233177428
298	0.001233172246
299	0.00123316269
300	0.001233143871
301	0.001233138698
302	0.001233131279
303	0.001233127316
304	0.001233102908
305	0.001233071528
306	0.001233067568
307	0.00123306269
308	0.001233057922
309	0.001233056284
310	0.00123304542
